sector,epoch,predicted_bjd,measured_bjd,oc_seconds,timing_error_seconds,n_points,beta,reduced_chi_square,delta_bic,supported
45,1764,2459532.7822463643,2459532.7804760523,-152.9549633207758,43.9313595862693,324,1.0251875107991526,0.7633753542755307,3284.8660213163625,True
45,1765,2459533.8736652653,2459533.871810231,-160.27497680463225,42.89452786653861,324,1.0,0.9134236804844116,3144.7163189371304,True
45,1766,2459534.9650841663,2459534.9646021617,-41.64518987736712,42.9263008023284,324,1.0,0.8835732719808667,2929.599721139926,True
45,1767,2459536.0565030673,2459536.054797438,-147.3663678375004,53.294613761838455,324,1.1676041583016692,1.1315652059465864,3226.207679616211,True
45,1768,2459537.1479219683,2459537.1469481634,-84.13674173800914,44.11979831408931,324,1.0,1.0551604701810642,3237.5903907937777,True
45,1771,2459540.422178671,2459540.420270355,-164.87852765380762,60.654186159693545,323,1.3535762320639733,1.0727785472220264,3247.1321055380545,True
45,1772,2459541.513597572,2459541.511523982,-179.15819588519926,42.91532629263399,324,1.0,0.8875396783973512,3299.451107719397,True
45,1773,2459542.605016473,2459542.6042795237,-63.672440680290514,44.66479760812989,324,1.0408896066438227,0.9582503617971933,3263.3493883685314,True
45,1774,2459543.696435374,2459543.69495534,-127.87494931306092,49.71620249778668,324,1.1597171903583607,0.9119942213545281,3467.8408093212684,True
45,1775,2459544.787854275,2459544.785338821,-217.33524251973347,42.87720444367247,317,1.0,0.932993041721903,2775.1417768047627,True
45,1776,2459545.879273176,2459545.877068883,-190.4509494063482,45.50653518655066,325,1.0610319807350999,0.8716657063671402,3139.3855300115033,True
45,1777,2459546.970692077,2459546.9684477267,-193.91187540282098,49.531793508307764,324,1.1536012091850432,0.9736619721678929,3343.570495717292,True
45,1778,2459548.062110978,2459548.06075595,-117.07444536421772,60.41180825024432,324,1.4004568306794094,1.0090786841591775,3138.384793797847,True
45,1779,2459549.153529879,2459549.1518449634,-145.57672788692983,44.81141511801647,324,1.0425299133870645,0.942928255550101,3136.17919280785,True
45,1780,2459550.24494878,2459550.2438487294,-95.04439915679984,43.531382226983744,324,1.012653914317904,0.9789038278826835,3034.5608127688497,True
